Condition,mental,change,want_change,genes,punish,control,wrong,distress,common
racist,1,7,1,3,7,7,7,2,40
racist,5,3,3,2,5,5,5,3,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,2,1,5,6,7,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,2,4,6,5,3,5,3,64
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,7,2,1,7,5,7,6,50
racist,4,3,3,4,5,3,4,6,22
racist,1,6,2,2,4,6,6,2,9
racist,,,,,,,,,
racist,5,4,4,4,3,3,4,2,32
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,4,2,1,4,5,7,2,34
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,1,4,7,3,3,30
racist,1,6,2,5,4,3,1,1,96
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,4,3,2,6,5,7,7,20
racist,3,6,4,1,6,6,7,7,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,6,2,1,5,2,6,2,71
racist,2,3,3,2,4,6,6,2,55
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,4,1,2,6,5,7,2,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,2,1,4,7,7,4,61
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,2,5,6,2,6,4,27
racist,,,,,,,,,
racist,3,5,1,1,7,7,7,1,61
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,5,1,6,5,3,5,30
racist,1,5,6,4,4,7,7,2,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,3,3,1,7,7,7,4,40
racist,,,,,,,,,
racist,1,6,4,5,7,7,7,4,53
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,6,2,5,6,6,5,51
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,4,1,5,5,7,1,25
racist,2,6,3,1,6,4,7,1,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,5,2,4,5,7,4,43
racist,1,3,5,4,6,5,7,5,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,1,1,5,7,7,3,34
racist,,,,,,,,,
racist,5,6,2,4,6,7,7,1,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,7,2,1,5,5,7,3,44
racist,1,6,3,2,4,5,7,3,40
racist,,,,,,,,,
racist,5,6,2,1,4,1,7,1,40
racist,,,,,,,,,
racist,1,4,2,1,4,7,7,2,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,2,2,6,6,7,5,66
racist,,,,,,,,,
racist,5,5,5,6,6,5,5,6,48
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,1,1,1,7,7,7,7,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,5,3,5,5,5,6,6,55
racist,,,,,,,,,
racist,1,5,3,2,4,4,6,6,30
racist,,,,,,,,,
racist,1,5,1,1,6,6,7,1,60
racist,,,,,,,,,
racist,1,4,1,1,6,7,7,1,46
racist,,,,,,,,,
racist,5,3,4,1,5,6,7,5,25
racist,,,,,,,,,
racist,1,4,2,1,5,7,7,1,33
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,6,5,5,4,7,7,5,13
racist,,,,,,,,,
racist,5,5,3,6,6,6,6,6,50
racist,1,5,1,1,4,7,7,4,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,2,2,4,7,6,2,80
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,4,1,4,6,7,4,9
racist,2,1,1,1,7,7,7,1,75
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,6,1,5,4,6,7,1,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,3,2,1,4,7,7,2,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,4,1,4,7,6,1,5
racist,1,4,6,1,4,7,7,5,33
racist,1,5,1,1,7,7,7,1,7
racist,1,3,1,1,7,7,7,1,11
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,2,1,4,7,7,2,65
racist,,,,,,,,,
racist,5,6,2,1,7,6,7,5,20
racist,2,4,4,5,6,4,7,7,10
racist,,,,,,,,,
racist,1,4,3,1,5,5,7,1,10
racist,4,5,4,3,4,5,3,4,52
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,7,4,1,7,7,7,7,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,4,1,7,7,7,1,35
racist,4,5,4,2,4,3,5,4,20
racist,1,5,2,1,4,7,7,2,8
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,2,1,4,6,7,2,30
racist,2,4,7,1,7,7,7,6,30
racist,1,6,1,1,5,5,7,3,26
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,3,1,7,7,7,1,90
racist,,,,,,,,,
racist,1,7,1,1,4,1,7,1,70
racist,,,,,,,,,
racist,1,5,3,1,7,6,7,1,38
racist,,,,,,,,,
racist,1,6,5,1,5,7,7,5,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,7,4,1,4,5,7,5,66
racist,,,,,,,,,
racist,1,4,4,1,4,3,4,5,20
racist,,,,,,,,,
racist,1,3,4,1,5,4,2,3,96
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,4,5,5,7,7,5,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,1,6,6,6,2,14
racist,2,6,2,1,4,6,7,3,20
racist,,,,,,,,,
racist,1,2,2,1,5,7,7,2,25
racist,,,,,,,,,
racist,5,6,3,1,6,2,7,2,62
racist,,,,,,,,,
racist,1,4,1,1,4,7,7,1,50
racist,2,4,2,2,5,5,5,2,30
racist,2,3,1,1,7,7,7,4,3
racist,1,4,1,1,4,7,5,1,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,3,1,6,6,7,2,46
racist,4,5,5,4,5,6,6,4,34
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,6,1,4,7,7,1,41
racist,1,3,3,1,4,5,3,2,39
racist,,,,,,,,,
racist,4,5,1,1,6,6,7,3,43
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,2,4,4,4,3,7,7,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,1,1,5,7,7,1,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,2,1,4,6,7,2,40
racist,2,4,4,1,4,5,7,4,49
racist,1,4,1,1,6,7,7,1,31
racist,3,5,4,2,5,5,7,3,30
racist,4,6,6,5,5,6,6,6,84
racist,3,5,2,3,4,6,7,5,7
racist,,,,,,,,,
racist,4,7,1,1,4,7,7,1,30
racist,2,5,4,2,5,5,6,3,10
racist,7,5,1,1,4,7,7,1,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,7,2,1,7,6,6,5,26
racist,1,5,1,1,6,7,7,6,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,5,3,5,3,3,2,6,52
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,1,1,5,7,7,6,35
racist,,,,,,,,,
racist,4,6,5,1,4,6,7,5,65
racist,,,,,,,,,
racist,4,4,3,2,5,6,6,6,41
racist,4,5,5,3,4,2,5,4,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,4,7,7,7,24
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,5,5,5,5,5,6,3,36
racist,5,5,3,5,5,3,3,4,15
racist,,,,,,,,,
racist,7,2,4,1,6,7,7,3,69
racist,2,3,4,3,5,4,4,5,65
racist,1,4,3,1,6,5,6,2,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,3,1,6,5,6,2,40
racist,1,3,1,1,4,7,7,1,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,4,1,7,7,7,3,20
racist,,,,,,,,,
racist,1,7,1,1,7,7,7,1,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,4,2,1,7,7,7,3,40
racist,,,,,,,,,
racist,4,2,5,2,5,4,4,3,47
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,6,1,3,4,5,7,1,62
racist,1,4,1,1,7,5,7,1,45
racist,5,5,4,5,4,3,5,6,44
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,7,1,7,7,1,7,6,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,6,7,2,2,7,7,7,4,27
racist,1,6,2,1,4,7,7,1,30
racist,,,,,,,,,
racist,1,1,1,1,7,7,7,1,36
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,4,1,6,7,7,1,10
racist,,,,,,,,,
racist,3,4,4,3,4,6,6,3,20
racist,1,3,1,1,4,7,7,3,30
racist,1,7,2,1,4,6,7,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,4,6,4,1,100
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,1,4,7,7,5,25
racist,5,5,4,6,4,5,5,5,55
racist,1,7,4,1,4,7,7,7,80
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,4,7,4,7,4,7,7,57
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,3,1,5,6,7,5,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,5,3,3,5,5,6,3,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,4,7,7,1,61
racist,,,,,,,,,
racist,3,4,1,1,6,7,6,3,
racist,,,,,,,,,
racist,2,6,1,1,5,7,7,5,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,2,3,4,2,4,2,90
racist,2,2,4,2,4,6,7,2,31
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,2,1,6,7,7,1,50
racist,6,6,4,6,4,7,7,7,35
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,5,3,2,7,4,7,7,95
racist,,,,,,,,,
racist,3,6,2,1,2,4,6,4,10
racist,,,,,,,,,
racist,3,5,5,4,5,3,4,3,33
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,4,2,1,5,3,7,6,54
racist,2,4,5,4,6,6,5,5,15
racist,,,,,,,,,
racist,1,6,1,1,4,2,5,1,100
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,4,2,4,4,3,4,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,4,2,4,4,7,2,13
racist,1,7,1,1,4,4,4,1,61
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,3,1,1,6,7,7,2,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,2,1,4,4,7,3,25
racist,,,,,,,,,
racist,1,6,1,1,6,7,7,2,40
racist,,,,,,,,,
racist,1,5,2,3,4,4,5,5,25
racist,1,7,2,1,4,7,7,1,40
racist,4,5,1,1,4,7,7,3,75
racist,6,5,4,1,7,7,7,1,32
racist,1,4,4,1,6,7,7,2,35
racist,1,6,2,1,4,7,7,2,35
racist,1,6,4,1,6,7,7,2,40
racist,1,5,1,1,5,6,7,2,20
racist,3,6,1,1,7,7,7,1,50
racist,,,,,,,,,
racist,2,5,3,1,6,6,7,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,4,4,4,4,2,6,6,25
racist,1,6,1,1,4,6,5,4,5
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,2,1,5,5,7,4,33
racist,,,,,,,,,
racist,4,6,2,1,7,7,7,5,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,3,1,1,7,7,7,3,58
racist,,,,,,,,,
racist,1,4,4,1,7,7,7,4,31
racist,1,4,4,3,4,7,4,2,30
racist,1,6,2,1,6,7,7,1,20
racist,1,5,4,1,7,7,7,1,40
racist,2,5,2,4,4,2,6,2,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,6,2,3,4,6,6,3,36
racist,,,,,,,,,
racist,7,7,6,5,6,5,5,7,81
racist,1,7,1,1,4,7,5,1,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,6,3,5,4,5,5,5,5,28
racist,1,4,1,1,5,7,7,1,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,3,2,5,4,7,1,40
racist,5,3,4,1,5,5,6,3,2
racist,4,3,3,1,6,6,7,1,26
racist,5,5,2,1,7,7,7,1,20
racist,1,5,3,1,4,6,7,2,45
racist,1,2,2,1,4,7,7,2,61
racist,,,,,,,,,
racist,5,6,2,1,4,6,7,2,20
racist,5,6,2,1,7,6,7,2,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,2,1,6,6,7,1,60
racist,1,6,1,1,4,7,7,1,20
racist,,,,,,,,,
racist,5,3,2,1,7,7,7,4,10
racist,,,,,,,,,
racist,3,5,1,1,4,6,7,1,41
racist,1,7,2,3,4,6,4,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,4,4,4,4,5,4,60
racist,4,5,4,2,5,4,6,3,80
racist,,,,,,,,,
racist,5,6,5,4,6,4,7,6,71
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,3,1,4,6,6,4,35
racist,2,5,2,1,4,6,7,3,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,1,1,7,6,7,4,25
racist,6,5,6,6,4,5,7,7,29
racist,5,7,3,2,5,7,7,5,20
racist,,,,,,,,,
racist,2,5,3,1,5,6,7,2,54
racist,,,,,,,,,
racist,2,3,3,2,6,7,7,3,30
racist,,,,,,,,,
racist,3,6,1,4,7,7,7,2,20
racist,,,,,,,,,
racist,3,6,2,2,4,5,7,2,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,4,2,4,6,4,2,31
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,3,1,4,5,5,3,60
racist,1,5,2,1,4,6,7,4,30
racist,,,,,,,,,
racist,1,7,1,1,5,7,7,1,40
racist,,,,,,,,,
racist,7,7,1,1,7,7,7,1,30
racist,3,4,3,2,4,6,5,3,40
racist,,,,,,,,,
racist,1,4,4,1,5,5,3,3,35
racist,1,5,3,2,5,6,7,4,29
racist,,,,,,,,,
racist,4,2,3,1,5,5,7,4,30
racist,1,5,4,2,4,6,7,3,85
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,4,7,1,1,50
racist,,,,,,,,,
racist,3,6,3,2,7,6,5,5,65
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,2,1,5,6,6,3,15
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,4,2,4,6,7,4,68
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,1,7,1,1,97
racist,,,,,,,,,
racist,4,6,4,2,4,4,4,5,100
racist,4,6,1,5,7,6,7,3,2
racist,4,6,1,1,5,5,7,6,25
racist,4,5,4,2,4,5,7,5,15
racist,3,4,2,4,5,5,4,4,6
racist,2,2,2,1,4,6,6,2,65
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,2,5,7,7,7,6,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,2,1,5,5,7,2,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,4,4,3,4,4,7,3,35
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,2,2,4,6,6,2,8
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,1,4,2,7,5,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,4,1,4,7,5,3,64
racist,3,4,4,2,4,5,6,4,67
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,7,1,1,7,7,7,2,40
racist,2,7,2,1,7,6,7,2,100
racist,1,4,1,1,7,7,7,5,29
racist,,,,,,,,,
racist,3,7,1,2,6,4,7,2,65
racist,,,,,,,,,
racist,5,5,4,4,6,5,7,4,29
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,2,2,6,6,7,1,35
racist,5,7,1,1,5,7,7,1,24
racist,1,7,1,1,4,4,7,1,50
racist,2,6,1,2,7,6,7,1,5
racist,,,,,,,,,
racist,5,7,1,3,4,7,7,1,35
racist,2,3,2,2,4,7,1,5,11
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,1,1,4,7,5,1,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,1,7,7,7,2,26
racist,1,3,2,2,7,7,6,2,50
racist,1,4,1,4,4,6,7,1,60
racist,2,5,1,2,4,7,7,1,15
racist,1,7,1,1,7,7,7,1,50
racist,1,7,2,2,4,3,3,3,100
racist,,,,,,,,,
racist,2,4,4,6,7,5,7,6,40
racist,4,6,4,4,6,6,5,2,25
racist,,,,,,,,,
racist,1,5,1,1,7,4,7,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,6,3,4,5,5,4,4,18
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,7,7,7,1,35
racist,,,,,,,,,
racist,2,5,4,1,4,7,7,4,90
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,1,1,4,6,4,4,50
racist,2,6,1,4,4,6,7,1,42
racist,,,,,,,,,
racist,1,3,1,1,4,1,7,2,85
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,2,4,2,5,5,5,4,25
racist,2,4,1,2,4,6,7,3,16
racist,,,,,,,,,
racist,4,7,2,2,4,6,7,5,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,3,2,1,4,6,7,3,52
racist,1,6,3,1,4,7,7,2,45
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,4,4,3,4,3,4,5,42
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,4,3,1,5,6,7,4,35
racist,,,,,,,,,
racist,6,7,1,2,6,7,7,3,35
racist,,,,,,,,,
racist,1,5,4,3,4,6,7,4,60
racist,3,4,3,3,4,6,3,5,61
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,1,1,4,5,7,2,90
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,2,4,1,5,7,7,5,49
racist,1,5,2,1,4,6,7,3,75
racist,1,4,1,1,4,7,7,2,40
racist,2,3,5,1,4,7,7,2,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,7,1,2,7,7,7,2,75
racist,7,7,1,5,7,7,7,4,62
racist,3,5,3,5,5,5,5,4,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,6,3,1,7,7,7,1,90
racist,3,4,3,1,7,5,6,2,100
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,2,6,6,7,1,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,4,6,6,2,12
racist,,,,,,,,,
racist,1,5,1,2,5,6,7,5,43
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,3,7,5,4,6,7,6,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,3,1,1,7,7,7,2,25
racist,,,,,,,,,
racist,2,3,5,2,4,5,6,4,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,2,1,4,1,1,1,75
racist,,,,,,,,,
racist,,,,,,,,,
racist,6,4,3,3,7,3,7,6,15
racist,,,,,,,,,
racist,3,5,2,2,5,6,7,2,60
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,4,1,4,6,6,6,51
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,6,2,1,4,6,7,3,20
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,4,1,4,7,7,4,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,6,4,4,4,5,6,5,82
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,4,1,4,5,5,4,72
racist,5,6,1,1,6,7,7,5,25
racist,,,,,,,,,
racist,1,4,4,4,5,4,5,3,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,6,4,5,3,5,5,6,5,46
racist,,,,,,,,,
racist,1,5,1,1,7,5,7,1,72
racist,,,,,,,,,
racist,4,7,4,1,7,4,7,4,70
racist,,,,,,,,,
racist,3,5,2,2,4,5,5,3,36
racist,1,7,3,4,7,5,7,3,60
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,1,1,6,5,7,1,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,3,5,4,2,3,6,70
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,5,3,3,7,6,7,3,25
racist,1,6,2,1,4,5,7,4,36
racist,1,4,1,1,4,5,7,3,44
racist,1,4,4,2,4,6,6,2,80
racist,,,,,,,,,
racist,1,4,4,4,6,5,5,4,52
racist,7,7,1,1,4,7,7,7,4
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,2,2,6,3,7,3,39
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,4,4,1,6,4,7,5,25
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,7,4,1,1,7,7,59
racist,1,7,3,3,5,6,7,4,63
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,7,7,7,2,92
racist,1,2,1,1,4,7,7,4,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,1,1,1,4,1,1,61
racist,,,,,,,,,
racist,,,,,,,,,
racist,5,5,3,2,7,5,6,4,66
racist,,,,,,,,,
racist,1,3,4,1,5,7,7,7,100
racist,1,7,4,1,4,4,7,4,60
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,4,2,4,6,7,7,4,40
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,5,3,2,4,6,6,4,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,6,2,1,5,6,7,3,35
racist,,,,,,,,,
racist,,,,,,,,,
racist,7,6,3,7,7,6,7,6,35
racist,4,4,1,1,4,7,5,1,10
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,6,4,2,5,5,6,4,20
racist,2,7,1,3,4,7,6,2,25
racist,3,4,3,3,4,6,7,3,20
racist,4,7,1,5,7,1,2,2,78
racist,1,7,1,3,4,7,7,3,31
racist,2,3,1,1,5,7,7,1,30
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,5,2,2,4,3,4,2,30
racist,4,4,3,1,7,7,7,4,32
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,4,3,7,5,7,4,28
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,5,6,7,1,85
racist,4,2,2,1,4,7,7,4,65
racist,,,,,,,,,
racist,2,3,1,1,4,7,7,1,20
racist,1,4,4,4,4,4,4,4,70
racist,1,7,1,1,4,5,7,1,65
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,3,5,4,3,4,6,7,5,30
racist,1,7,4,1,5,7,7,1,50
racist,4,6,4,5,4,5,4,5,52
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,7,1,1,7,7,7,1,40
racist,1,7,1,1,7,7,7,1,40
racist,4,6,1,2,5,7,7,6,36
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,4,3,1,4,7,7,6,60
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,7,1,1,5,7,7,1,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,2,3,2,2,4,4,1,3,50
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,1,6,2,1,6,4,7,1,30
racist,4,6,2,2,5,6,7,3,40
racist,,,,,,,,,
racist,5,6,4,4,5,5,7,5,14
racist,1,6,3,4,5,6,7,2,25
racist,1,1,4,1,4,7,4,1,52
racist,1,1,4,1,4,7,7,5,25
racist,2,5,2,1,5,5,6,1,75
racist,5,3,4,2,7,6,7,4,15
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,,,,,,,,,
racist,4,5,4,1,5,7,6,5,30
