Condition,mental,change,want_change,genes,punish,control,wrong,distress,common
psycho,,,,,,,,,
psycho,7,6,2,7,4,2,7,2,1
psycho,,,,,,,,,
psycho,7,7,4,2,7,4,7,4,11
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,5,1,1,1,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,7,7,1,4,1,15
psycho,5,3,5,6,6,4,4,6,48
psycho,,,,,,,,,
psycho,7,1,1,1,4,7,7,1,10
psycho,6,6,4,2,6,4,7,3,8
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,4,5,4,2,7,1,18
psycho,,,,,,,,,
psycho,4,7,2,3,6,1,6,1,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,3,4,4,2,7,1,2
psycho,,,,,,,,,
psycho,7,6,3,4,7,2,7,5,
psycho,7,5,2,4,6,3,7,5,10
psycho,7,6,5,6,4,2,7,5,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,5,5,5,4,3,5,5,10
psycho,,,,,,,,,
psycho,5,5,4,4,4,2,7,2,10
psycho,6,6,1,3,7,3,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,2,7,4,4,4,5,7,1,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,1,7,1,2,4,5,7,1,29
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,1,4,7,1,3,1,20
psycho,7,7,4,1,4,4,4,4,50
psycho,7,3,5,2,4,6,7,7,5
psycho,,,,,,,,,
psycho,7,7,3,1,5,4,7,1,4
psycho,7,7,1,4,7,4,7,1,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,4,4,4,1,4,1,5
psycho,,,,,,,,,
psycho,7,7,1,1,7,7,7,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,4,5,3,2,5,2,2
psycho,5,7,1,3,6,5,7,1,10
psycho,2,5,4,3,4,4,5,4,59
psycho,7,7,1,6,5,1,7,2,2
psycho,7,7,1,7,7,1,7,7,48
psycho,,,,,,,,,
psycho,4,5,5,5,4,2,4,4,33
psycho,,,,,,,,,
psycho,4,5,6,7,6,6,6,6,51
psycho,7,5,1,4,4,7,7,1,15
psycho,4,4,4,4,2,3,4,3,78
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,6,7,1,7,1,5
psycho,3,4,5,4,4,5,3,4,1
psycho,,,,,,,,,
psycho,5,7,2,4,4,2,7,3,20
psycho,7,6,3,6,6,1,7,1,15
psycho,7,1,1,7,4,1,7,1,10
psycho,7,5,5,3,6,5,7,7,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,5,4,4,3,7,5,5,71
psycho,,,,,,,,,
psycho,6,7,5,3,5,1,5,3,10
psycho,,,,,,,,,
psycho,5,4,4,3,4,4,4,6,28
psycho,1,7,1,1,4,4,4,6,90
psycho,,,,,,,,,
psycho,6,3,3,3,6,1,1,4,54
psycho,,,,,,,,,
psycho,6,5,5,6,6,5,5,4,75
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,3,4,5,2,7,3,30
psycho,6,7,7,5,4,2,6,5,5
psycho,7,7,1,5,5,3,7,1,10
psycho,,,,,,,,,
psycho,6,7,2,3,5,1,6,2,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,1,5,1,7,1,5
psycho,5,7,1,7,4,1,1,1,10
psycho,,,,,,,,,
psycho,7,7,2,4,4,4,6,1,2
psycho,6,6,2,2,6,2,5,1,60
psycho,,,,,,,,,
psycho,7,7,4,4,4,1,7,1,1
psycho,,,,,,,,,
psycho,7,7,4,4,7,4,5,4,7
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,6,1,6,4,6,2,5
psycho,3,5,2,3,4,4,6,1,5
psycho,,,,,,,,,
psycho,6,5,2,3,4,5,6,2,4
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,4,3,4,4,1,7,1,1
psycho,3,3,4,4,3,4,4,5,31
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,5,4,1,7,1,4
psycho,,,,,,,,,
psycho,7,7,4,6,3,2,6,1,7
psycho,5,7,4,7,4,1,5,1,1
psycho,,,,,,,,,
psycho,1,5,3,2,4,4,2,2,60
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,7,3,1,6,2,10
psycho,,,,,,,,,
psycho,7,7,1,4,4,1,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,7,1,4,5,3,7,1,10
psycho,,,,,,,,,
psycho,7,7,4,5,4,4,7,4,24
psycho,6,7,1,5,4,1,6,1,1
psycho,,,,,,,,,
psycho,5,5,5,5,4,1,4,1,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,6,5,6,6,5,5,6,51
psycho,,,,,,,,,
psycho,7,7,4,7,4,1,7,1,4
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,3,4,5,4,5,3,30
psycho,,,,,,,,,
psycho,7,7,3,7,6,2,7,3,13
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,4,1,7,1,7,7,12
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,3,4,4,2,7,2,10
psycho,7,6,4,1,6,2,4,4,5
psycho,7,7,1,4,4,5,6,1,4
psycho,7,5,4,4,7,4,7,4,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,5,5,4,1,5,4,5
psycho,5,7,2,5,4,3,3,3,10
psycho,,,,,,,,,
psycho,4,7,1,4,4,2,7,1,11
psycho,7,7,1,4,7,1,1,1,99
psycho,5,4,6,4,4,5,5,5,37
psycho,,,,,,,,,
psycho,3,3,5,5,5,3,5,5,27
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,6,4,2,4,4,5
psycho,7,7,5,4,3,1,4,3,10
psycho,7,6,4,4,6,3,7,7,10
psycho,7,7,1,4,7,4,7,1,10
psycho,7,6,3,5,7,5,7,4,29
psycho,6,4,4,4,4,2,4,1,7
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,4,4,1,7,1,25
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,5,1,4,7,1,7,1,14
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,6,4,1,3,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,3,7,4,1,4,1,14
psycho,,,,,,,,,
psycho,7,7,1,2,4,1,7,1,2
psycho,7,7,2,4,4,1,7,2,5
psycho,6,7,3,5,4,2,7,4,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,4,4,6,1,4,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,7,5,4,1,7,7,22
psycho,7,7,1,4,5,2,7,1,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,1,1,1,6,1,1,1,2
psycho,,,,,,,,,
psycho,5,6,6,4,3,3,6,3,75
psycho,4,7,4,6,4,1,4,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,4,4,4,2,5,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,2,6,7,3,4,6,1,5,12
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,6,5,5,2,5,2,9
psycho,,,,,,,,,
psycho,3,7,4,3,4,1,3,4,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,3,4,4,4,3,4,2,6
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,6,5,4,2,5,6,55
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,5,4,5,3,4,4,4,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,2,4,1,7,1,10
psycho,3,3,3,4,5,4,5,3,51
psycho,7,7,1,4,7,1,7,1,2
psycho,5,7,4,6,4,1,4,4,2
psycho,6,7,1,5,5,1,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,5,1,5,4,2,7,1,20
psycho,4,5,4,3,3,4,5,4,34
psycho,,,,,,,,,
psycho,7,7,4,6,4,1,1,1,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,2,6,4,1,1,3,8
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,3,6,4,7,7,4,5
psycho,4,7,1,4,4,4,7,2,7
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,3,4,1,4,1,2
psycho,7,6,4,5,4,2,4,1,2
psycho,,,,,,,,,
psycho,4,7,1,4,4,1,5,1,19
psycho,,,,,,,,,
psycho,6,5,4,5,4,3,6,5,5
psycho,7,6,4,1,5,7,7,1,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,3,2,4,1,6,5,40
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,1,4,4,2,7,1,4
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,5,1,5,4,3,5,3,10
psycho,,,,,,,,,
psycho,6,6,2,5,3,2,7,1,15
psycho,5,6,6,2,5,5,5,6,10
psycho,6,7,2,5,4,2,4,2,1
psycho,7,7,1,6,3,2,7,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,6,3,4,3,7,2,12
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,2,7,2,2,4,3,7,2,40
psycho,,,,,,,,,
psycho,6,6,2,5,4,3,6,2,29
psycho,,,,,,,,,
psycho,7,5,4,4,3,1,7,3,5
psycho,,,,,,,,,
psycho,7,7,4,4,4,1,3,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,5,5,4,2,7,7,4
psycho,5,6,5,4,4,2,3,5,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,1,4,1,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,7,4,1,4,2,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,2,2,4,2,7,2,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,3,4,4,7,1,5
psycho,,,,,,,,,
psycho,7,5,2,7,4,2,6,3,7
psycho,7,7,4,5,5,1,7,2,7
psycho,,,,,,,,,
psycho,6,6,4,6,2,2,4,3,29
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,2,5,7,2,7,2,5
psycho,7,7,5,6,7,5,6,4,18
psycho,7,6,5,5,6,3,6,3,6
psycho,,,,,,,,,
psycho,7,7,1,7,7,1,7,1,16
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,4,5,4,2,7,2,5
psycho,,,,,,,,,
psycho,7,7,3,3,4,5,5,4,8
psycho,,,,,,,,,
psycho,7,7,2,5,4,1,7,1,10
psycho,,,,,,,,,
psycho,6,4,4,4,5,2,5,7,59
psycho,7,7,2,6,5,2,7,3,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,4,7,4,7,4,20
psycho,7,7,1,3,6,1,7,2,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,7,3,3,5,2,6,3,20
psycho,7,7,7,6,4,1,1,2,2
psycho,7,7,1,4,7,3,6,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,3,4,6,3,7,2,5
psycho,7,7,3,4,4,2,7,2,5
psycho,5,5,4,5,4,5,6,5,30
psycho,,,,,,,,,
psycho,7,7,3,5,4,1,6,2,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,2,5,6,3,4,2,12
psycho,7,5,2,2,7,1,6,3,8
psycho,,,,,,,,,
psycho,5,6,2,4,4,3,7,1,7
psycho,,,,,,,,,
psycho,7,6,4,5,6,5,6,2,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,6,4,1,7,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,4,5,3,4,2,5
psycho,,,,,,,,,
psycho,7,6,5,6,3,2,5,5,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,3,4,6,1,5,1,7
psycho,7,7,4,5,4,1,7,5,5
psycho,5,5,2,6,4,2,1,3,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,4,6,7,1,7,4,3
psycho,,,,,,,,,
psycho,6,7,4,5,5,3,7,2,10
psycho,,,,,,,,,
psycho,7,7,6,6,6,3,3,6,5
psycho,5,6,3,4,5,5,5,5,31
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,7,2,1,4,1,10
psycho,,,,,,,,,
psycho,7,7,7,7,7,4,7,7,5
psycho,5,4,5,3,6,3,7,4,43
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,4,4,4,2,6,2,12
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,4,3,3,4,3,7,1,10
psycho,,,,,,,,,
psycho,4,7,2,5,7,5,7,3,1
psycho,,,,,,,,,
psycho,7,7,2,3,7,5,7,2,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,4,7,2,7,1,34
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,6,5,1,6,1,8
psycho,6,7,3,4,4,3,7,2,9
psycho,,,,,,,,,
psycho,1,7,1,6,5,2,7,1,5
psycho,,,,,,,,,
psycho,7,7,1,3,7,1,7,4,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,4,5,4,1,5,1,2
psycho,7,7,1,5,6,4,7,1,35
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,4,5,4,3,4,3,10
psycho,5,4,4,4,5,4,5,4,16
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,2,3,4,2,7,1,2
psycho,7,7,1,1,5,7,7,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,1,4,4,1,5,5,2
psycho,,,,,,,,,
psycho,6,5,2,4,5,3,7,2,6
psycho,,,,,,,,,
psycho,7,7,2,6,4,2,7,2,1
psycho,4,7,7,4,7,1,4,7,25
psycho,,,,,,,,,
psycho,4,7,3,3,4,3,4,6,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,6,6,5,4,2,3,3,20
psycho,,,,,,,,,
psycho,5,5,4,3,4,3,7,2,10
psycho,7,6,2,5,2,1,7,4,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,4,5,4,1,6,2,28
psycho,7,4,4,5,4,4,5,5,19
psycho,7,7,2,3,5,2,7,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,1,4,4,2,6,2,66
psycho,,,,,,,,,
psycho,1,7,4,1,7,4,7,1,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,5,6,5,7,1,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,7,2,4,4,7,7,20
psycho,7,7,4,4,6,3,7,3,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,3,4,6,1,5,4,6
psycho,,,,,,,,,
psycho,6,6,3,6,4,2,6,1,13
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,1,6,7,5,4,3,3,4,16
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,6,4,5,1,6,1,5
psycho,4,7,1,4,7,1,7,1,70
psycho,7,7,3,5,5,1,7,1,10
psycho,,,,,,,,,
psycho,7,7,4,1,4,4,7,2,10
psycho,5,7,3,6,5,5,4,2,9
psycho,4,7,1,4,4,1,1,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,5,3,6,4,2,6,1,20
psycho,7,7,2,5,4,1,2,2,3
psycho,6,7,1,5,4,1,3,1,6
psycho,7,7,4,4,5,1,7,1,9
psycho,,,,,,,,,
psycho,6,6,4,1,4,2,5,4,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,3,7,5,6,5,3,5,2,36
psycho,6,6,3,5,7,7,7,5,37
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,3,7,1,7,7,5
psycho,6,7,1,4,5,1,6,4,4
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,5,2,4,6,3,7,2,15
psycho,7,6,4,1,4,3,4,2,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,5,6,5,5,2,7,6,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,1,3,3,1,7,7,7,4,33
psycho,7,7,1,4,4,3,7,1,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,5,6,3,1,4,7,9
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,5,3,1,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,7,2,2,5,4,6,2,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,3,5,4,4,4,4,7
psycho,7,7,2,3,7,3,7,2,9
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,4,5,5,2,5,2,7
psycho,,,,,,,,,
psycho,4,7,1,4,4,1,1,1,40
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,5,3,5,3,5,5,4,34
psycho,,,,,,,,,
psycho,7,7,1,5,5,2,4,1,10
psycho,6,5,3,4,7,3,5,2,8
psycho,,,,,,,,,
psycho,5,7,4,5,4,3,4,5,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,3,1,7,5,7,2,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,6,7,1,7,1,8
psycho,2,6,3,6,4,5,7,1,10
psycho,,,,,,,,,
psycho,6,7,4,5,4,1,4,2,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,1,4,1,4,5,4,2,10
psycho,5,5,3,4,4,6,5,4,35
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,5,6,4,1,6,1,31
psycho,7,5,3,5,4,4,5,1,20
psycho,,,,,,,,,
psycho,7,7,4,5,6,3,6,3,20
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,7,7,5,4,4,5,7,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,1,4,1,7,1,1
psycho,,,,,,,,,
psycho,7,7,1,7,4,1,7,1,4
psycho,6,7,2,3,3,2,7,1,10
psycho,6,7,1,5,7,2,6,1,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,4,3,5,4,2,4,2,29
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,4,3,4,5,5,7,2,12
psycho,3,5,5,2,5,4,5,4,40
psycho,,,,,,,,,
psycho,7,7,1,7,7,7,7,7,5
psycho,,,,,,,,,
psycho,3,7,4,3,5,1,1,1,10
psycho,7,7,3,5,6,1,6,2,1
psycho,6,7,1,3,5,2,5,2,3
psycho,5,7,5,4,4,4,5,2,10
psycho,4,5,3,5,4,4,1,1,20
psycho,5,5,5,4,4,3,5,5,10
psycho,,,,,,,,,
psycho,7,7,7,7,4,2,6,7,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,4,1,5,5,2,4,2,73
psycho,6,7,4,4,3,3,5,3,5
psycho,7,4,7,5,4,1,7,3,7
psycho,,,,,,,,,
psycho,7,7,2,6,4,2,7,1,5
psycho,7,6,6,3,4,5,7,4,1
psycho,,,,,,,,,
psycho,7,5,3,4,5,3,4,6,38
psycho,,,,,,,,,
psycho,4,7,1,4,4,1,6,1,16
psycho,,,,,,,,,
psycho,7,7,4,6,4,2,4,3,30
psycho,5,6,1,5,4,2,7,1,33
psycho,,,,,,,,,
psycho,6,7,4,7,5,3,7,7,14
psycho,4,7,1,4,7,2,7,1,1
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,4,6,3,4,5,3,4,2,15
psycho,,,,,,,,,
psycho,6,6,4,4,4,3,6,3,3
psycho,,,,,,,,,
psycho,6,6,5,5,4,2,6,4,19
psycho,6,6,4,4,4,2,5,7,5
psycho,7,6,5,2,2,1,6,6,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,1,3,3,2,7,3,1,4,22
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,1,5,3,3,6,4,6,3,25
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,5,3,2,6,1,7,1,2
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,4,5,3,7,1,10
psycho,7,6,5,2,4,3,6,6,9
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,4,5,5,7,4,20
psycho,6,6,3,4,7,3,6,2,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,5,2,5,4,3,4,1,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,7,5,5,7,7,7,47
psycho,,,,,,,,,
psycho,7,7,1,4,5,1,5,1,5
psycho,6,6,2,1,4,2,7,2,40
psycho,7,5,5,5,4,4,4,4,31
psycho,,,,,,,,,
psycho,5,6,4,5,7,3,7,3,19
psycho,7,7,4,3,7,4,7,1,25
psycho,5,5,4,5,5,5,4,4,60
psycho,,,,,,,,,
psycho,5,6,6,1,7,4,7,3,1
psycho,1,7,1,1,7,1,4,1,16
psycho,,,,,,,,,
psycho,5,6,2,4,6,2,6,2,5
psycho,7,6,4,4,4,2,5,1,3
psycho,7,7,7,1,7,1,7,7,4
psycho,,,,,,,,,
psycho,6,7,1,5,6,6,6,1,44
psycho,7,7,1,5,4,1,6,1,5
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,7,1,6,6,3,7,1,9
psycho,7,7,2,6,5,1,7,2,5
psycho,,,,,,,,,
psycho,7,7,2,1,4,7,7,4,5
psycho,7,6,4,6,5,2,7,2,15
psycho,,,,,,,,,
psycho,7,7,2,5,4,1,7,2,10
psycho,4,6,3,3,4,4,6,3,3
psycho,7,7,3,5,3,2,2,2,2
psycho,7,7,2,6,3,1,7,3,4
psycho,,,,,,,,,
psycho,7,7,3,6,4,1,5,4,10
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,4,6,5,4,4,5,7,13
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,4,5,5,2,5,5,6
psycho,1,7,2,5,4,4,7,2,4
psycho,7,7,1,3,5,2,7,1,20
psycho,5,6,5,4,6,5,6,4,41
psycho,,,,,,,,,
psycho,6,7,2,5,5,5,5,4,15
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,3,7,4,1,7,6,30
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,6,6,4,4,6,3,6,2,5
psycho,,,,,,,,,
psycho,5,7,1,3,6,1,6,1,10
psycho,7,7,1,5,4,4,7,1,12
psycho,7,7,1,4,7,1,7,1,30
psycho,7,7,1,4,4,2,4,5,2
psycho,,,,,,,,,
psycho,7,4,1,4,7,4,7,1,24
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,6,3,3,6,4,6,6,25
psycho,7,7,4,6,5,1,6,2,3
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,5,6,4,6,7,2,3,5,33
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,2,7,6,1,7,1,4
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,,,,,,,,,
psycho,7,7,1,5,6,1,7,1,2
psycho,6,7,4,4,4,2,1,4,20
gay,,,,,,,,,
gay,,,,,,,,,
gay,,,,,,,,,
gay,1,7,2,5,4,1,1,3,6
gay,4,5,6,6,6,5,6,6,21
gay,,,,,,,,,
