Condition,mental,change,want_change,genes,punish,control,wrong,distress,common,control_med,control_hue,punish_mean,mental_mean
pedo,6.0,5.0,4.0,1.0,4.0,4.0,7.0,4.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,3.0,1.0,7.0,2.0,7.0,4.0,30.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,3.0,4.0,4.0,1.0,4.0,5.0,7.0,4.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,1.0,6.0,4.0,1.0,4.0,1.0,7.0,1.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,3.0,2.0,4.0,7.0,7.0,1.0,4.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,4.0,6.0,7.0,1.0,7.0,3.0,10.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,6.0,4.0,3.0,4.0,2.0,6.0,5.0,18.0,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,5.0,3.0,4.0,3.0,7.0,5.0,8.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,4.0,6.0,3.0,4.0,4.0,7.0,6.0,1.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,6.0,4.0,1.0,4.0,2.0,7.0,6.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,6.0,2.0,1.0,5.0,6.0,7.0,4.0,21.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,6.0,2.0,3.0,5.0,6.0,7.0,4.0,60.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,4.0,4.0,1.0,7.0,4.0,7.0,4.0,30.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,2.0,6.0,6.0,1.0,7.0,2.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,5.0,4.0,2.0,4.0,2.0,7.0,7.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,5.0,6.0,3.0,6.0,5.0,7.0,7.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,5.0,6.0,5.0,2.0,4.0,3.0,7.0,6.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,9.0,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,4.0,4.0,2.0,5.0,5.0,7.0,3.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,3.0,1.0,4.0,7.0,4.0,7.0,4.0,2.0,28.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,4.0,5.0,3.0,1.0,7.0,6.0,7.0,4.0,4.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,4.0,4.0,5.0,4.0,7.0,5.0,3.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,4.0,1.0,7.0,7.0,7.0,4.0,9.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,1.0,1.0,7.0,7.0,7.0,3.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,4.0,4.0,2.0,4.0,2.0,7.0,6.0,20.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,3.0,1.0,7.0,4.0,7.0,4.0,3.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,7.0,4.0,4.0,6.0,2.0,7.0,2.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,5.0,5.0,4.0,4.0,3.0,7.0,6.0,11.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,4.0,4.0,4.0,3.0,6.0,5.0,7.0,5.0,20.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,2.0,6.0,4.0,5.0,5.0,3.0,6.0,7.0,3.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,5.0,1.0,4.0,3.0,7.0,6.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,2.0,1.0,7.0,7.0,7.0,4.0,15.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,7.0,3.0,4.0,4.0,4.0,7.0,6.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,1.0,7.0,6.0,5.0,7.0,2.0,7.0,6.0,10.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,5.0,5.0,6.0,2.0,4.0,4.0,6.0,7.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,7.0,1.0,4.0,4.0,7.0,7.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,20.0,above median,above median,5.408713692946058,5.618257261410788
pedo,6.0,4.0,3.0,3.0,7.0,5.0,7.0,4.0,10.0,above median,above median,5.408713692946058,5.618257261410788
pedo,6.0,5.0,3.0,2.0,6.0,3.0,7.0,4.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,3.0,4.0,1.0,7.0,7.0,7.0,4.0,15.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,1.0,6.0,7.0,1.0,1.0,1.0,50.0,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,5.0,3.0,4.0,3.0,7.0,5.0,5.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,1.0,6.0,2.0,2.0,7.0,2.0,7.0,5.0,31.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,4.0,1.0,7.0,4.0,7.0,1.0,2.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,6.0,6.0,2.0,4.0,7.0,7.0,6.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,6.0,6.0,6.0,4.0,7.0,2.0,7.0,5.0,8.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,2.0,5.0,3.0,3.0,6.0,6.0,7.0,4.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,2.0,5.0,5.0,1.0,7.0,7.0,7.0,6.0,36.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,5.0,1.0,4.0,2.0,7.0,5.0,1.0,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,6.0,5.0,4.0,5.0,4.0,7.0,7.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,5.0,4.0,2.0,4.0,4.0,2.0,7.0,4.0,5.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,2.0,6.0,3.0,7.0,5.0,5.0,7.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,1.0,1.0,7.0,7.0,7.0,4.0,1.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,6.0,5.0,1.0,7.0,6.0,7.0,4.0,1.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,5.0,4.0,4.0,3.0,7.0,7.0,5.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,3.0,2.0,5.0,4.0,7.0,5.0,15.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,4.0,1.0,1.0,7.0,7.0,7.0,4.0,10.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,5.0,3.0,2.0,7.0,6.0,7.0,4.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,6.0,3.0,7.0,3.0,7.0,7.0,15.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,4.0,7.0,3.0,4.0,7.0,6.0,7.0,4.0,5.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,4.0,4.0,4.0,1.0,7.0,7.0,2.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,7.0,3.0,2.0,4.0,3.0,7.0,6.0,7.0,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,6.0,1.0,7.0,6.0,7.0,7.0,1.0,above median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,2.0,4.0,4.0,1.0,7.0,7.0,40.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,4.0,1.0,5.0,6.0,7.0,5.0,23.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,6.0,6.0,5.0,5.0,5.0,4.0,7.0,6.0,3.0,above median,above median,5.408713692946058,5.618257261410788
pedo,5.0,5.0,2.0,2.0,6.0,3.0,7.0,2.0,7.0,below median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,1.0,4.0,1.0,1.0,7.0,7.0,7.0,1.0,45.0,above median,above median,5.408713692946058,5.618257261410788
pedo,,,,,,,,,,below median,above median,5.408713692946058,5.618257261410788
pedo,7.0,7.0,4.0,4.0,4.0,5.0,7.0,6.0,19.0,above median,above median,5.408713692946058,5.618257261410788
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,12.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,7.0,2.0,4.0,4.0,3.0,5.0,5.0,81.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,5.0,3.0,1.0,6.0,7.0,7.0,6.0,25.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,7.0,7.0,4.0,3.0,3.0,4.0,7.0,10.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,6.0,6.0,6.0,4.0,5.0,4.0,7.0,20.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,6.0,4.0,1.0,4.0,7.0,5.0,6.0,26.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,5.0,6.0,3.0,4.0,2.0,5.0,7.0,15.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,5.0,7.0,1.0,7.0,6.0,6.0,6.0,10.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,4.0,1.0,5.0,7.0,7.0,7.0,7.0,12.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,40.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,6.0,6.0,5.0,4.0,5.0,5.0,7.0,50.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,6.0,4.0,4.0,4.0,2.0,4.0,6.0,50.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,5.0,5.0,3.0,4.0,4.0,4.0,6.0,10.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,7.0,5.0,5.0,4.0,3.0,5.0,7.0,20.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,2.0,5.0,7.0,1.0,4.0,3.0,7.0,5.0,10.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,22.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,3.0,4.0,1.0,4.0,7.0,4.0,4.0,25.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,5.0,6.0,5.0,4.0,2.0,2.0,7.0,17.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,5.0,4.0,3.0,5.0,5.0,4.0,6.0,10.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,4.0,7.0,3.0,4.0,3.0,1.0,6.0,8.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,7.0,6.0,5.0,3.0,5.0,3.0,5.0,33.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,7.0,5.0,4.0,4.0,4.0,6.0,6.0,31.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,3.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,21.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,29.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,7.0,1.0,1.0,5.0,3.0,7.0,4.0,30.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,7.0,3.0,3.0,5.0,2.0,5.0,3.0,40.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,3.0,5.0,5.0,2.0,4.0,4.0,1.0,5.0,60.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,6.0,7.0,5.0,3.0,4.0,2.0,6.0,15.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,6.0,6.0,5.0,4.0,3.0,3.0,6.0,45.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,29.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,6.0,6.0,4.0,4.0,3.0,6.0,7.0,35.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,2.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,16.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,6.0,6.0,6.0,4.0,2.0,2.0,5.0,10.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,5.0,6.0,2.0,4.0,2.0,5.0,6.0,15.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,3.0,6.0,4.0,1.0,5.0,3.0,6.0,5.0,18.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,7.0,7.0,2.0,4.0,3.0,4.0,5.0,40.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,6.0,7.0,5.0,4.0,4.0,2.0,4.0,6.0,15.0,below median,above median,4.454356846473029,3.6742738589211617
drugs,3.0,3.0,5.0,6.0,4.0,7.0,4.0,3.0,39.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,5.0,6.0,7.0,4.0,4.0,6.0,6.0,7.0,10.0,above median,above median,4.454356846473029,3.6742738589211617
drugs,,,,,,,,,,below median,above median,4.454356846473029,3.6742738589211617
drugs,4.0,6.0,6.0,4.0,4.0,3.0,3.0,5.0,12.0,below median,above median,4.454356846473029,3.6742738589211617
